,CountryCode,ShortName,TableName,LongName,Alpha2Code,CurrencyUnit,SpecialNotes,Region,IncomeGroup,Wb2Code,NationalAccountsBaseYear,NationalAccountsReferenceYear,SnaPriceValuation,LendingCategory,OtherGroups,SystemOfNationalAccounts,AlternativeConversionFactor,PppSurveyYear,BalanceOfPaymentsManualInUse,ExternalDebtReportingStatus,SystemOfTrade,GovernmentAccountingConcept,ImfDataDisseminationStandard,LatestPopulationCensus,LatestHouseholdSurvey,SourceOfMostRecentIncomeAndExpenditureData,VitalRegistrationComplete,LatestAgriculturalCensus,LatestIndustrialData,LatestTradeData,LatestWaterWithdrawalData,gaseous,co2,liq,solid,life,population,export
195,SVN,Slovenia,Slovenia,Republic of Slovenia,SI,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,SI,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011. Population data compiled from administrative registers.,"World Health Survey (WHS), 2003","Expenditure survey/budget survey (ES/BS), 2012",Yes,2010,2011.0,2013.0,2009.0,12.8119800332779,15427.069,47.6348942239125,36.3204183503684,79.42195121951221,2048583.0,83.27864015851479
196,SST,Small states,Small states,Small states,S1,,"Small states aggregate. Includes 41 members of the Small States Forum. (Does not include the high-income countries Bahrain, Brunei Darussalam, Cyprus, Estonia, Iceland, Malta, Qatar, and San Marino.)",,,S1,,,,,,,,,,,,,,,,,,,,,,48.3735380116959,100367.505961694,41.151315789473706,8.23830409356725,63.95432087255429,28403026.0,70.9885554392619
197,SLB,Solomon Islands,Solomon Islands,Solomon Islands,SB,Solomon Islands dollar,National accounts data have been revised from 2007 to 2013 based on IMF reports.,East Asia & Pacific,Lower middle income,SB,2004,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",Estimate,Special trade system,,General Data Dissemination System (GDDS),2009,,"Integrated household survey (IHS), 2005/06",,2012/13,,2013.0,,0.0,198.018,100.0,0.0,67.0656585365854,526177.0,16.159212374049698
198,SOM,Somalia,Somalia,Somali Democratic Republic,SO,Somali shilling,,Sub-Saharan Africa,Low income,SO,1985,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,197790,,,Estimate,,,,1987,"Multiple Indicator Cluster Survey (MICS), 2006",,,,,,2003.0,0.0,612.389,100.0,0.0,54.0236585365854,9581714.0,70.6042022805366
199,ZAF,South Africa,South Africa,Republic of South Africa,ZA,South African rand,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010. South Africa reports using SNA 2008.,Sub-Saharan Africa,Upper middle income,ZA,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Preliminary,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Demographic and Health Survey (DHS), 2003; World Health Survey (WHS), 2003","Expenditure survey/budget survey (ES/BS), 2010/11",,2007,2010.0,2013.0,2000.0,1.9207518578821,454950.02200000006,12.9793819418697,83.9085647961569,54.390756097560995,50791808.0,47.6028881932899
200,SAS,South Asia,South Asia,South Asia,8S,,South Asia regional aggregate. There are no economies in South Asia classified as high income.,,,8S,,,,,,,,,,,,,,,,,,,,,,9.330990615780973,2197647.768,22.865690868073607,61.8103666920294,66.6880628804838,1629223562.0,64.5163707097227
201,SSD,South Sudan,South Sudan,Republic of South Sudan,SS,South Sudanese Pound,"South Sudan declared its independence on July 9, 2011. Data are shown separately for South Sudan where available.",Sub-Saharan Africa,Low income,SS,2009,,,IDA,,Country uses the 1993 System of National Accounts methodology.,,,,,,,,2008,"Multiple Indicator Cluster Survey (MICS), 2010","Expenditure survey/budget survey (ES/BS), 2009",,,,2012.0,2011.0,,,,,53.6649024390244,10056475.0,
202,ESP,Spain,Spain,Kingdom of Spain,ES,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,ES,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Integrated household survey (IHS), 2010",Yes,2010,2010.0,2013.0,2008.0,26.3205631514823,270881.29,57.4076079599296,11.4566129687288,81.62682926829271,46576897.0,80.98699128813941
203,LKA,Sri Lanka,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,Sri Lankan rupee,,South Asia,Lower middle income,LK,2002,,Value added at producer prices (VAP),Blend,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2006/07","Expenditure survey/budget survey (ES/BS), 2013",Yes,2013/ 2014,2010.0,2013.0,2005.0,0.0,13388.216999999999,90.8518214187894,1.69816488633251,73.7552682926829,20653000.0,67.06843984277761
204,KNA,St. Kitts and Nevis,St. Kitts and Nevis,St. Kitts and Nevis,KN,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,High income: nonOECD,KN,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,,,Yes,,,2011.0,,0.0,260.357,100.0,0.0,,52352.0,66.7507518117915
205,LCA,St. Lucia,St. Lucia,St. Lucia,LC,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,Upper middle income,LC,2006,,Value added at basic prices (VAB),Blend,,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2012","Integrated household survey (IHS), 1995",Yes,2007,,2008.0,2005.0,0.0,403.37,100.0,0.0,74.4710975609756,177397.0,57.6484998789477
206,MAF,St. Martin (French part),St. Martin (French part),St. Martin (French part),MF,Euro,,Latin America & Caribbean,High income: nonOECD,MF,,,,,,Country uses the 1993 System of National Accounts methodology.,,,,,,,,,,,,,,,,,,,,78.7219512195122,30235.0,
207,VCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,VC,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,Upper middle income,VC,2006,,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,,,Yes,,,2012.0,1995.0,0.0,234.688,100.0,0.0,72.3463902439024,109316.0,73.3133984134068
208,SSF,Sub-Saharan Africa (all income levels),Sub-Saharan Africa (all income levels),Sub-Saharan Africa (all income levels),ZG,,Sub-Saharan Africa regional aggregate (including high-income economies).,,,ZG,,,,,,,,,,,,,,,,,,,,,,5.09567558679656,713656.872,29.6337402885683,55.919348871624095,56.336495038154,873800152.0,55.214110623824794
209,SSA,Sub-Saharan Africa (developing only),Sub-Saharan Africa,Sub-Saharan Africa (developing only),ZF,,Sub-Saharan Africa regional aggregate (does not include high-income economies).,,,ZF,,,,,,,,,,,,,,,,,,,,,,4.706138170974151,708288.3840000001,29.675074552683892,56.3431908548708,56.335066281927006,872981672.0,54.389704088735506
210,SDN,Sudan,Sudan,Republic of the Sudan,SD,Sudanese pound,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sub-Saharan Africa,Lower middle income,SD,1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.,1996,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Preliminary,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2008,"Multiple Indicator Cluster Survey (MICS), 2014","Expenditure survey/budget survey (ES/BS), 2009",,2013/ 2014,2001.0,2011.0,2011.0,0.0,15779.101,93.33023471996279,0.0,62.042585365853704,36114885.0,93.07746960522779
211,SUR,Suriname,Suriname,Republic of Suriname,SR,Suriname dollar,,Latin America & Caribbean,Upper middle income,SR,2007,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2010","Expenditure survey/budget survey (ES/BS), 1999",Yes,2008,2004.0,2011.0,2006.0,0.306278713629403,2394.551,98.1623277182236,0.0,70.36273170731711,518141.0,91.1788417161749
212,SWZ,Swaziland,Swaziland,Kingdom of Swaziland,SZ,Swaziland lilangeni,Fiscal year end: March 31; reporting period for national accounts data: CY.,Sub-Saharan Africa,Lower middle income,SZ,2011,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2007,"Multiple Indicator Cluster Survey (MICS), 2014","Expenditure survey/budget survey (ES/BS), 2009/10",,2007. Population and Housing Census.,,2007.0,2000.0,0.0,1037.761,64.66431095406361,35.6890459363958,48.34575609756099,1193148.0,
213,SWE,Sweden,Sweden,Kingdom of Sweden,SE,Swedish krona,Fiscal year end: June 30; reporting period for national accounts data: CY.,Europe & Central Asia,High income: OECD,SE,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Income survey (IS), 2005",Yes,2010,2010.0,2013.0,2007.0,6.38906326288624,52573.779,72.7558066541117,18.1069958847737,81.4512195121951,9378126.0,85.9775783881662
214,CHE,Switzerland,Switzerland,Switzerland,CH,Swiss franc,,Europe & Central Asia,High income: OECD,CH,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,,"Expenditure survey/budget survey (ES/BS), 2004",Yes,2008,2010.0,2013.0,2000.0,17.7895533686601,38752.856,75.5299015897048,1.5329295987888,82.24634146341471,7824909.0,86.21307974255079
215,SYR,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,SY,Syrian pound,"April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",Middle East & North Africa,Lower middle income,SY,2000,,Value added at basic prices (VAB),IBRD,,Country uses the 1968 System of National Accounts methodology.,19702010,2011,"IMF Balance of Payments Manual, 6th edition.",Estimate,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2004,"Multiple Indicator Cluster Survey (MICS), 2006","Expenditure survey/budget survey (ES/BS), 2004",,2014,2005.0,2010.0,2005.0,29.025726536445895,61576.264,64.70938542162929,0.0178656503096713,74.8676341463415,20720602.0,46.2314816462189
216,TJK,Tajikistan,Tajikistan,Republic of Tajikistan,TJ,Tajik somoni,,Europe & Central Asia,Lower middle income,TJ,Original chained constant price data are rescaled.,2000,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,199095,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2010,"Demographic and Health Survey (DHS), 2012","Living Standards Measurement Study Survey (LSMS), 2009",,2013,,2000.0,2006.0,23.9327296248383,2834.591,59.76714100905561,11.254851228978,68.5633902439025,7581696.0,15.041743000123999
217,TZA,Tanzania,Tanzania,United Republic of Tanzania,TZ,Tanzanian shilling,The new base year is 2007. Tanzania reports using a blend of SNA 1993 and SNA 2008.,Sub-Saharan Africa,Low income,TZ,2007,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"HIV/Maternal and Child Health (HIV/MCH) Service Provision Assessments (SPA), 2014/15","Expenditure survey/budget survey (ES/BS), 2011/12",,2007/08,2010.0,2013.0,2002.0,21.5203426124197,6849.956,59.850107066381206,1.8201284796573896,61.6256097560976,45648525.0,36.5187010354964
218,THA,Thailand,Thailand,Kingdom of Thailand,TH,Thai baht,Fiscal year end: September 30; reporting period for national accounts data: CY.,East Asia & Pacific,Upper middle income,TH,2002,,Value added at producer prices (VAP),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2012","Integrated household survey (IHS), 2011",,2013,2006.0,2013.0,2007.0,27.184394371740602,298141.768,46.90913116205849,19.800993801043,73.6943658536586,66692024.0,59.179632260916605
219,BHS,The Bahamas,"Bahamas, The",Commonwealth of The Bahamas,BS,Bahamian dollar,,Latin America & Caribbean,High income: nonOECD,BS,2006,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,,,,,,2013.0,,0.0,2464.224,99.8511904761905,0.148809523809524,74.5923902439024,360830.0,63.774059331293294
220,GMB,The Gambia,"Gambia, The",Republic of The Gambia,GM,Gambian dalasi,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.",Sub-Saharan Africa,Low income,GM,2004,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2013,"Demographic and Health Survey (DHS), 2013","Integrated household survey (IHS), 2010",,,2004.0,2013.0,2000.0,0.7751937984496121,473.043,99.22480620155041,0.0,59.3406097560976,1693002.0,44.2489741019751
221,TMP,Timor-Leste,Timor-Leste,Democratic Republic of Timor-Leste,TL,U.S. dollar,"Based on official government statistics, national account data have been revised, and value added is measured at basic prices; the new base year is 2010.",East Asia & Pacific,Lower middle income,TP,2010,,Value added at basic prices (VAB),Blend,,Country uses the 2008 System of National Accounts methodology.,,,,,Special trade system,,General Data Dissemination System (GDDS),2010,"Demographic and Health Survey (DHS), 2009/10","Living Standards Measurement Study Survey (LSMS), 2007",,2010. Population and Housing Census.,,2013.0,2004.0,0.0,183.35,100.0,0.0,65.9444634146342,1066409.0,
222,TGO,Togo,Togo,Republic of Togo,TG,West African CFA franc,"April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",Sub-Saharan Africa,Low income,TG,2000,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Demographic and Health Survey (DHS), 2013/14","Core Welfare Indicator Questionnaire Survey (CWIQ), 2011",,2011/2012,,2013.0,2002.0,0.0,1719.8229999999999,66.7377398720682,0.0,57.2815609756098,6390851.0,22.040448630836202
223,TON,Tonga,Tonga,Kingdom of Tonga,TO,Tongan pa'anga,"2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",East Asia & Pacific,Upper middle income,TO,2010/11,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,General Data Dissemination System (GDDS),2006,,,,,,2012.0,,0.0,117.344,100.0,0.0,72.18260975609759,103947.0,71.7727423904307
224,TTO,Trinidad and Tobago,Trinidad and Tobago,Republic of Trinidad and Tobago,TT,Trinidad and Tobago dollar,,Latin America & Caribbean,High income: nonOECD,TT,2000,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2011","Integrated household survey (IHS), 1992",Yes,,2006.0,2010.0,2000.0,88.53438962909607,50916.295,10.680590565358301,0.0,69.7975609756098,1328095.0,74.7954140394657
225,TUN,Tunisia,Tunisia,Republic of Tunisia,TN,Tunisian dinar,,Middle East & North Africa,Upper middle income,TN,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2014,"Multiple Indicator Cluster Survey (MICS), 2011/12","Integrated household survey (IHS), 2010",,2014/ 2015,2010.0,2013.0,2001.0,40.545728781022895,26743.431,42.8081722199369,0.0,74.60243902439029,10547100.0,81.15950559047971
226,TUR,Turkey,Turkey,Republic of Turkey,TR,New Turkish lira,,Europe & Central Asia,Upper middle income,TR,1998,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Turkey Demographic and Health Survey (TDHS), 2008","Expenditure survey/budget survey (ES/BS), 2011",Yes,,2009.0,2013.0,2003.0,24.129402210026303,298002.422,23.633499864642,41.737011788447795,74.21119512195119,72310416.0,62.4112008974123
227,TKM,Turkmenistan,Turkmenistan,Turkmenistan,TM,New Turkmen manat,"On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",Europe & Central Asia,Upper middle income,TM,2005,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,"198795, 19972007",,"IMF Balance of Payments Manual, 6th edition.",Estimate,General trade system,,,2012,"Multiple Indicator Cluster Survey (MICS), 2006","Living Standards Measurement Study Survey (LSMS), 1998",,,,2000.0,2004.0,69.3539092015112,57267.539000000004,29.6855990267017,0.0,65.021243902439,5041995.0,29.515873036403494
228,TCA,Turks and Caicos Islands,Turks and Caicos Islands,Turks and Caicos Islands,TC,U.S. dollar,,Latin America & Caribbean,High income: nonOECD,TC,,,,,,Country uses the 1993 System of National Accounts methodology.,,2011,,,General trade system,,,2012,,,Yes,,,2012.0,,0.0,190.68400000000003,100.0,0.0,,30993.0,
229,TUV,Tuvalu,Tuvalu,Tuvalu,TV,Australian dollar,2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,East Asia & Pacific,Upper middle income,TV,2005,,Value added at basic prices (VAB),IDA,,Country uses the 1968 System of National Accounts methodology.,,2011 (household consumption only).,,,General trade system,,General Data Dissemination System (GDDS),2012,,,,,,2008.0,,,,,,,9827.0,52.7223504285241
230,UGA,Uganda,Uganda,Republic of Uganda,UG,Ugandan shilling,Fiscal year end: June 30; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2009/10. Uganda reports using SNA 2008. Price valuation is in producer prices.,Sub-Saharan Africa,Low income,UG,2009/10,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2014,"Malaria Indicator Survey (MIS), 2014","Integrated household survey (IHS), 2012/13",,2008/ 2009,,2013.0,2002.0,0.0,3589.993,91.01123595505621,0.0,55.8366585365854,33149417.0,50.756273552081396
231,UKR,Ukraine,Ukraine,Ukraine,UA,Ukrainian hryvnia,,Europe & Central Asia,Lower middle income,UA,Original chained constant price data are rescaled.,2003,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,198795,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2001,"Multiple Indicator Cluster Survey (MICS), 2012","Expenditure survey/budget survey (ES/BS), 2013",Yes,2012 /2013,2004.0,2013.0,2005.0,41.5573780362971,304496.679,12.540192926045,44.35372183484471,70.2653658536586,45870700.0,56.779888659759294
232,ARE,United Arab Emirates,United Arab Emirates,United Arab Emirates,AE,U.A.E. dirham,"April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised for 2001 onward; the base year changed to 2007.",Middle East & North Africa,High income: nonOECD,AE,2007,,Value added at producer prices (VAP),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2010,"World Health Survey (WHS), 2003",,,2012,2010.0,2011.0,2005.0,69.12305268685449,167596.568,22.5647645720287,1.84010152284264,76.67524390243901,8329453.0,39.3421494799388
233,GBR,United Kingdom,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Pound sterling,,Europe & Central Asia,High income: OECD,GB,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Income survey (IS), 2010",Yes,2010,2010.0,2013.0,2007.0,39.4667044150735,492192.07399999996,35.5075918999866,23.641429869917,80.4024390243902,62766365.0,83.9339897660895
234,USA,United States,United States,United States of America,US,U.S. dollar,Fiscal year end: September 30; reporting period for national accounts data: CY.,North America,High income: OECD,US,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,,"Labor force survey (LFS), 2010",Yes,2012,2008.0,2013.0,2005.0,23.820348580214898,5408869.004,40.0505894189335,35.34411923428421,78.5414634146342,309347057.0,62.9912249802347
235,UMC,Upper middle income,Upper middle income,Upper middle income,XT,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2014 GNI per capita was between $4,126 and $12,735.",,,XT,,,,,,,,,,,,,,,,,,,,,,9.85558227742082,12260282.2776973,22.9184763750793,57.1910932433564,73.72585771006409,2287713124.0,71.87541144068341
236,URY,Uruguay,Uruguay,Oriental Republic of Uruguay,UY,Uruguayan peso,"In 2011, the Central Bank revised national accounts data for 2006 onward.",Latin America & Caribbean,High income: nonOECD,UY,2005,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2012/13","Integrated household survey (IHS), 2013",Yes,2011,2009.0,2013.0,2000.0,2.0454545454545503,6453.92,90.1704545454545,0.0,76.3946097560976,3374414.0,47.2933368470683
237,UZB,Uzbekistan,Uzbekistan,Republic of Uzbekistan,UZ,Uzbek sum,,Europe & Central Asia,Lower middle income,UZ,Original chained constant price data are rescaled.,1997,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,199095,,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,,1989,"Multiple Indicator Cluster Survey (MICS), 2006","Expenditure survey/budget survey (ES/BS), 2011",Yes,,,,2005.0,81.8090172767407,105488.589,10.0531859422255,4.88754475614419,67.858756097561,28562400.0,35.1963590861195
238,VUT,Vanuatu,Vanuatu,Republic of Vanuatu,VU,Vanuatu vatu,"2013 national accounts estimates are based on IMF reports. Based on official government statistics, value added is measured at producer prices through 1997 and at basic prices from 1998 onward.",East Asia & Pacific,Lower middle income,VU,2006,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",Estimate,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2007",,,2007,,2011.0,,0.0,117.344,100.0,0.0,70.8499512195122,236299.0,36.0695743671834
239,VEN,Venezuela,"Venezuela, RB",República Bolivariana de Venezuela,VE,Venezuelan bolivar fuerte,,Latin America & Caribbean,High income: nonOECD,VE,1997,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2000","Integrated household survey (IHS), 2012",Yes,2007,,2011.0,2000.0,29.9580409193866,197511.954,61.1302959414801,0.382458876387806,73.6716097560976,28995745.0,54.103552427568204
240,VNM,Vietnam,Vietnam,Socialist Republic of Vietnam,VN,Vietnamese dong,"Based on data from the Vietnam Statistics Office, national accounts data have been revised from 2000 onward; the new base year is 2010.",East Asia & Pacific,Lower middle income,VN,2010,,Value added at producer prices (VAP),Blend,,Country uses the 1993 System of National Accounts methodology.,1991,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,General Data Dissemination System (GDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2013/14","Integrated household survey (IHS), 2012",Yes,2011/ 2012,2011.0,2013.0,2005.0,11.794847236854697,153148.58800000002,31.273345464993806,38.7654439229959,75.3117317073171,86932500.0,70.92690433610379
241,VIR,Virgin Islands,Virgin Islands (U.S.),Virgin Islands of the United States,VI,U.S. dollar,,Latin America & Caribbean,High income: nonOECD,VI,1982,,,,,Country uses the 1968 System of National Accounts methodology.,,,,,General trade system,,,2010,,,Yes,2007,,,,,,,,79.1731707317073,106267.0,
242,WBG,West Bank and Gaza,West Bank and Gaza,West Bank and Gaza,PS,Israeli new shekel,The new base year is 2004.,Middle East & North Africa,Lower middle income,GZ,2004,,Value added at basic prices (VAB),,,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2007,"Multiple Indicator Cluster Survey (MICS), 2014","Integrated household survey (IHS), 2011",,,2010.0,,2005.0,0.0,2035.185,100.0,0.0,72.64048780487809,3811102.0,
243,WLD,World,World,World,1W,,World aggregate.,,,1W,,,,,,,,,,,,,,,,,,,,,,41.925601750546996,33516380.0,33.916849015317304,18.5776805251641,70.4711611033348,6924282937.0,71.17282740387999
